Cidade,area,quartos,banheiro,estacionamento,animais,Valor do Aluguel,Iptu,Seguranca Incendio,total
Sao Paulo,55,2,2,1,acept,2000,9,26,2035
Sao Paulo,82,3,2,2,acept,1500,59,20,1579
Rio de Janeiro,42,1,1,0,acept,1800,56,24,1880
Belo Horizonte,285,3,2,0,acept,6000,492,80,6572
Sao Paulo,76,2,2,1,not acept,1350,5,18,1373
Rio de Janeiro,338,4,2,2,acept,4300,190,66,4556
Sao Paulo,300,6,8,3,acept,10900,1917,164,12981
Sao Paulo,30,1,1,1,not acept,4600,0,59,4659
Sao Paulo,320,5,5,3,acept,8000,267,121,8388
Porto Alegre,80,2,1,0,acept,1900,50,28,1978
Sao Paulo,43,1,1,0,not acept,1080,57,14,1151
Sao Paulo,102,2,2,2,acept,3400,248,52,3700
Sao Paulo,47,2,1,1,acept,1000,0,13,1013
Rio de Janeiro,120,4,2,1,acept,12000,367,155,12522
Belo Horizonte,178,3,3,3,acept,7500,542,100,8142
Sao Paulo,27,1,1,0,not acept,1480,0,19,1499
Rio de Janeiro,174,4,2,1,acept,2400,500,31,2931
Sao Paulo,40,1,1,1,acept,1780,0,23,1803
Sao Paulo,64,1,2,1,acept,2600,0,33,2633
Belo Horizonte,252,3,4,1,acept,2500,165,34,2699
Porto Alegre,85,2,1,0,acept,870,56,13,939
Sao Paulo,101,3,2,2,acept,3200,319,41,3560
Porto Alegre,44,1,2,0,acept,1350,100,20,1470
Sao Paulo,200,3,2,1,acept,2380,161,31,2572
Belo Horizonte,55,2,2,1,acept,1000,67,14,1081
Sao Paulo,200,4,3,3,not acept,6400,0,82,6482
Sao Paulo,240,3,3,3,acept,3800,952,49,4801
Rio de Janeiro,90,3,2,1,acept,3170,225,41,3436
Sao Paulo,31,1,1,0,acept,1330,0,17,1347
Belo Horizonte,240,4,3,4,acept,7200,161,96,7457
Belo Horizonte,118,4,3,3,acept,2500,326,34,2860
Sao Paulo,350,4,5,2,acept,15000,667,226,15893
Sao Paulo,65,3,2,1,acept,2090,21,27,2138
Rio de Janeiro,145,3,2,1,acept,5800,500,75,6375
Sao Paulo,93,3,2,2,acept,3400,209,44,3653
Sao Paulo,98,1,2,2,not acept,8400,580,107,9087
Sao Paulo,174,3,1,2,acept,3600,284,55,3939
Sao Paulo,160,4,4,3,acept,4700,750,60,5510
Sao Paulo,200,4,5,3,acept,3700,600,47,4347
Sao Paulo,80,2,2,2,acept,1850,173,28,2051
Sao Paulo,50,2,1,1,acept,1490,0,19,1509
Belo Horizonte,115,3,3,3,acept,3100,272,42,3414
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Campinas,12732,3,2,0,acept,1600,96,21,1717
Sao Paulo,38,1,1,0,acept,3000,38,39,3077
Porto Alegre,42,1,1,1,acept,1200,65,18,1283
Sao Paulo,380,2,4,0,acept,6800,2863,87,9750
Belo Horizonte,70,2,1,1,acept,1500,63,20,1583
Sao Paulo,37,1,1,1,not acept,1196,0,16,1212
Rio de Janeiro,31,1,1,0,acept,1350,67,18,1435
Sao Paulo,156,2,4,2,acept,10000,520,127,10647
Sao Paulo,100,3,3,2,not acept,4350,350,56,4756
Belo Horizonte,50,2,1,1,acept,750,0,10,760
Sao Paulo,116,2,2,2,not acept,8000,250,102,8352
Sao Paulo,25,1,1,0,acept,1200,25,19,1244
Belo Horizonte,260,4,5,0,not acept,13000,138,174,13312
Porto Alegre,102,2,1,0,acept,1600,103,24,1727
Sao Paulo,160,2,3,2,acept,4210,225,54,4489
Belo Horizonte,95,3,2,2,not acept,2200,173,30,2403
Sao Paulo,189,4,4,4,acept,12000,817,153,12970
Sao Paulo,22,1,1,1,not acept,1900,84,25,2009
Sao Paulo,400,4,3,3,acept,7000,900,106,8006
Belo Horizonte,280,4,4,5,acept,6500,384,87,6971
Porto Alegre,45,1,1,0,acept,950,42,14,1006
Sao Paulo,50,2,1,1,acept,1260,100,16,1376
Sao Paulo,61,3,2,0,acept,1500,96,20,1616
Rio de Janeiro,100,2,2,1,acept,1600,0,21,1621
Sao Paulo,78,2,2,1,acept,2750,0,35,2785
Rio de Janeiro,140,3,2,1,acept,5000,334,65,5399
Sao Paulo,220,3,4,2,acept,3900,750,50,4700
Belo Horizonte,105,3,2,2,not acept,1500,135,20,1655
Belo Horizonte,550,3,3,5,acept,7500,350,123,7973
Sao Paulo,250,4,6,4,not acept,14500,875,184,15559
Rio de Janeiro,30,1,1,0,acept,1550,58,20,1628
Belo Horizonte,90,2,3,2,acept,2100,196,28,2324
Sao Paulo,110,2,3,2,acept,2310,409,30,2749
Sao Paulo,65,2,2,2,acept,2000,0,26,2026
Sao Paulo,160,1,4,2,not acept,3500,10,45,3555
Sao Paulo,34,1,1,1,acept,3800,109,49,3958
Porto Alegre,65,2,1,1,acept,950,38,14,1002
Sao Paulo,355,4,5,5,not acept,15000,2977,191,18168
Belo Horizonte,100,2,1,0,acept,1200,1680,16,2896
Campinas,320,3,3,2,acept,8500,340,108,8948
Rio de Janeiro,42,1,1,0,acept,1900,84,25,2009
Sao Paulo,79,2,2,1,acept,2800,4,36,2840
Sao Paulo,130,2,2,2,acept,3000,284,39,3323
Sao Paulo,84,2,2,0,acept,6000,250,77,6327
Campinas,300,3,3,4,acept,3800,450,58,4308
Sao Paulo,74,2,1,1,acept,1700,0,22,1722
Sao Paulo,450,4,4,3,acept,11500,875,173,12548
Porto Alegre,27,1,1,0,acept,960,75,15,1050
Sao Paulo,84,3,2,2,not acept,2800,740,36,3576
Sao Paulo,93,3,3,0,not acept,5500,367,70,5937
Porto Alegre,58,2,2,2,acept,2550,0,38,2588
Campinas,130,3,2,0,acept,1400,10,22,1432
Sao Paulo,35,1,1,1,not acept,2600,317,33,2950
Sao Paulo,156,3,2,1,acept,5500,267,70,5837
Sao Paulo,250,4,3,3,acept,5000,334,76,5410
Belo Horizonte,109,3,2,2,acept,1800,130,24,1954
Campinas,40,1,2,1,acept,807,43,3,853
Belo Horizonte,75,3,2,1,acept,1280,109,18,1407
Sao Paulo,100,3,3,2,acept,6300,491,80,6871
Sao Paulo,60,2,1,1,acept,1210,75,16,1301
Campinas,110,3,3,2,acept,3200,88,49,3337
Belo Horizonte,63,3,1,1,acept,1000,65,14,1079
Sao Paulo,550,3,5,8,acept,10000,3825,151,13976
Sao Paulo,112,3,2,2,acept,2670,188,34,2892
Sao Paulo,115,3,2,1,not acept,10000,0,151,10151
Belo Horizonte,65,2,1,1,acept,1100,84,15,1199
Belo Horizonte,65,3,2,2,acept,913,90,13,1016
Rio de Janeiro,200,4,2,1,acept,4250,400,55,4705
Rio de Janeiro,46,2,1,1,acept,1800,230,24,2054
Sao Paulo,320,4,5,4,acept,7000,700,106,7806
Rio de Janeiro,140,3,2,0,acept,3200,300,42,3542
Porto Alegre,87,3,3,2,acept,4000,150,59,4209
Belo Horizonte,78,1,1,1,not acept,2300,128,31,2459
Sao Paulo,25,1,1,0,not acept,2000,130,26,2156
Sao Paulo,50,2,2,1,acept,2800,67,36,2903
Rio de Janeiro,40,1,1,0,not acept,1949,100,26,2075
Rio de Janeiro,30,1,1,1,acept,500,0,7,507
Belo Horizonte,65,3,1,1,acept,1100,0,15,1115
Porto Alegre,181,3,3,2,acept,2400,1300,43,3743
Belo Horizonte,503,5,5,4,acept,6000,407,99,6506
Sao Paulo,50,1,1,0,not acept,1200,0,19,1219
Rio de Janeiro,180,3,3,1,acept,6500,117,84,6701
Sao Paulo,180,3,3,2,acept,7200,900,92,8192
Porto Alegre,75,2,1,0,acept,1600,0,24,1624
Belo Horizonte,70,3,2,1,acept,950,70,13,1033
Porto Alegre,40,1,1,0,not acept,2000,0,30,2030
Sao Paulo,100,3,2,1,acept,1600,50,21,1671
Sao Paulo,22,1,1,1,acept,2200,55,28,2283
Sao Paulo,50,2,2,1,not acept,1200,124,16,1340
Sao Paulo,90,3,1,2,acept,4100,300,52,4452
Belo Horizonte,150,3,3,2,not acept,3400,265,56,3721
Sao Paulo,20,1,1,0,not acept,3142,67,40,3249
Sao Paulo,120,2,1,1,not acept,3500,100,53,3653
Rio de Janeiro,50,2,2,1,acept,1450,50,19,1519
Rio de Janeiro,93,2,2,1,acept,1200,64,16,1280
Sao Paulo,18,1,1,0,acept,1720,0,22,1742
Porto Alegre,30,1,1,0,not acept,1490,15,22,1527
Sao Paulo,80,2,1,1,acept,1600,135,21,1756
Porto Alegre,46,1,1,1,not acept,1500,46,22,1568
Rio de Janeiro,90,2,2,0,acept,1000,97,13,1110
Rio de Janeiro,75,2,2,0,acept,2400,150,31,2581
Belo Horizonte,136,4,3,3,acept,3900,434,52,4386
Campinas,30,1,1,0,not acept,1100,9,14,1123
Rio de Janeiro,58,2,2,1,acept,1190,105,16,1311
Sao Paulo,95,2,2,0,acept,1550,82,20,1652
Porto Alegre,39,1,1,0,acept,550,24,9,583
Belo Horizonte,170,4,3,3,acept,6000,881,80,6961
Campinas,59,2,1,1,acept,1000,20,13,1033
Belo Horizonte,46,1,1,1,not acept,2500,158,34,2692
Sao Paulo,124,3,1,0,not acept,1200,100,16,1316
Rio de Janeiro,160,4,3,2,acept,6200,375,80,6655
Belo Horizonte,85,3,1,1,not acept,1600,62,22,1684
Rio de Janeiro,80,2,1,1,acept,2499,117,33,2649
Campinas,50,1,1,1,not acept,1600,13,21,1634
Sao Paulo,110,3,3,3,acept,4500,355,58,4913
Belo Horizonte,62,2,1,1,acept,1050,84,14,1148
Sao Paulo,500,4,6,6,acept,5510,2084,83,7677
Sao Paulo,230,3,4,2,acept,5900,680,75,6655
Belo Horizonte,115,3,3,1,not acept,1750,172,24,1946
Belo Horizonte,285,4,4,2,acept,3000,200,50,3250
Sao Paulo,89,3,3,2,not acept,3800,150,49,3999
Sao Paulo,49,2,1,1,acept,985,0,13,998
Belo Horizonte,500,4,6,4,not acept,15000,434,246,15680
Sao Paulo,35,1,1,1,not acept,3486,124,45,3655
Porto Alegre,58,2,1,1,acept,1350,25,20,1395
Campinas,300,4,5,2,acept,6000,0,91,6091
Porto Alegre,58,1,1,0,acept,700,28,11,739
Sao Paulo,800,5,7,6,acept,15000,2051,226,17277
Sao Paulo,60,2,1,1,acept,3300,67,42,3409
Sao Paulo,200,4,4,2,acept,5525,167,84,5776
Campinas,420,4,5,4,acept,7225,584,109,7918
Campinas,165,3,2,0,acept,3000,129,46,3175
Belo Horizonte,260,4,3,4,not acept,4500,480,74,5054
Sao Paulo,55,2,1,0,acept,1600,50,25,1675
Rio de Janeiro,55,1,1,0,acept,800,0,11,811
Sao Paulo,47,2,1,0,acept,1600,0,21,1621
Sao Paulo,38,1,1,0,acept,1650,0,21,1671
Rio de Janeiro,60,2,1,0,acept,1800,72,28,1900
Belo Horizonte,90,3,2,1,acept,1800,183,24,2007
Belo Horizonte,70,2,1,2,acept,1600,100,22,1722
Rio de Janeiro,41,1,1,1,not acept,3200,355,24,3579
Sao Paulo,35,1,1,1,not acept,3486,124,45,3655
Sao Paulo,70,2,1,1,acept,3100,108,40,3248
Campinas,43,1,1,1,acept,900,45,12,957
Rio de Janeiro,80,1,1,0,acept,4000,150,52,4202
Belo Horizonte,251,3,3,4,not acept,12000,1463,160,13623
Sao Paulo,185,4,5,4,acept,7100,1081,90,8271
Sao Paulo,520,3,4,2,acept,9000,1500,136,10636
Sao Paulo,30,1,1,0,acept,1150,50,15,1215
Sao Paulo,387,3,5,3,acept,7000,1334,89,8423
Rio de Janeiro,65,2,2,1,acept,1820,49,24,1893
Sao Paulo,155,3,3,2,acept,2650,233,40,2923
Porto Alegre,90,2,1,0,acept,1380,21,21,1422
Porto Alegre,61,2,1,2,not acept,2200,1,33,2234
Sao Paulo,60,2,1,0,acept,1100,56,14,1170
Sao Paulo,250,4,4,4,acept,3600,0,46,3646
Belo Horizonte,57,2,1,1,not acept,800,0,11,811
Sao Paulo,36,1,1,1,acept,2150,85,28,2263
Campinas,231,3,5,4,acept,12000,642,153,12795
Sao Paulo,67,3,1,1,acept,2900,150,37,3087
Sao Paulo,120,1,2,2,acept,4200,750,54,5004
Sao Paulo,215,3,4,2,not acept,7000,450,89,7539
Campinas,100,4,3,1,acept,2240,17,29,2286
Rio de Janeiro,50,2,1,1,acept,1150,9,15,1174
Porto Alegre,40,1,1,1,acept,1200,68,18,1286
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Sao Paulo,96,2,2,2,not acept,4000,273,51,4324
Porto Alegre,42,1,1,0,acept,985,49,15,1049
Porto Alegre,37,1,1,0,acept,1600,67,24,1691
Porto Alegre,110,2,2,1,acept,1453,20,22,1495
Sao Paulo,25,1,1,0,acept,1200,25,19,1244
Sao Paulo,96,2,2,2,acept,1600,400,21,2021
Sao Paulo,98,3,2,0,acept,1580,61,21,1662
Sao Paulo,70,2,1,0,not acept,1050,116,14,1180
Rio de Janeiro,127,1,2,1,not acept,6300,440,82,6822
Sao Paulo,138,3,3,2,acept,3000,100,39,3139
Rio de Janeiro,79,2,2,1,acept,1664,60,22,1746
Sao Paulo,45,1,1,0,not acept,1030,0,16,1046
Sao Paulo,35,1,1,0,not acept,1100,84,17,1201
Sao Paulo,180,3,4,3,acept,9000,1125,115,10240
Campinas,220,3,5,3,not acept,7900,417,101,8418
Porto Alegre,72,2,2,2,acept,2100,56,31,2187
Rio de Janeiro,150,3,3,0,acept,6000,467,78,6545
Sao Paulo,40,1,1,1,acept,1300,68,20,1388
Sao Paulo,45,2,1,1,not acept,1756,0,23,1779
Belo Horizonte,100,3,3,1,acept,1400,0,19,1419
Sao Paulo,140,3,2,2,acept,3700,167,47,3914
Porto Alegre,313,3,3,4,acept,4500,150,66,4716
Sao Paulo,25,1,1,0,not acept,2600,67,33,2700
Rio de Janeiro,300,5,4,5,acept,4080,234,63,4377
Porto Alegre,28,1,1,0,acept,500,25,8,533
Sao Paulo,249,4,4,3,acept,6800,0,103,6903
Porto Alegre,112,4,2,1,acept,1880,75,28,1983
Porto Alegre,50,2,1,1,acept,900,33,14,947
Sao Paulo,80,2,2,2,acept,3000,39,39,3078
Belo Horizonte,117,2,1,0,acept,2000,191,33,2224
Porto Alegre,85,2,2,1,not acept,2800,100,41,2941
Sao Paulo,45,1,1,0,acept,1275,0,17,1292
Sao Paulo,76,3,2,2,acept,3400,201,44,3645
Rio de Janeiro,30,1,1,0,not acept,505,85,7,597
Porto Alegre,20,1,1,1,acept,950,75,14,1039
Sao Paulo,250,2,2,8,acept,4500,459,68,5027
Sao Paulo,60,2,2,1,acept,2514,0,32,2546
Porto Alegre,65,2,2,1,acept,1300,142,19,1461
Campinas,55,1,1,1,not acept,2230,0,29,2259
Sao Paulo,150,2,1,2,acept,5500,0,83,5583
Sao Paulo,55,2,1,1,not acept,1700,111,22,1833
Sao Paulo,40,1,1,0,not acept,650,0,10,660
Rio de Janeiro,27,1,1,0,acept,2400,25,31,2456
Porto Alegre,99,3,3,1,not acept,2500,167,37,2704
Rio de Janeiro,100,3,2,1,acept,4190,181,54,4425
Sao Paulo,425,3,4,4,not acept,11000,3084,140,14224
Sao Paulo,44,2,1,1,acept,1340,0,17,1357
Sao Paulo,76,1,1,1,not acept,1400,17,22,1439
Sao Paulo,100,3,2,1,acept,6650,200,85,6935
Belo Horizonte,380,4,5,4,acept,8500,857,140,9497
Sao Paulo,292,4,3,3,acept,11480,709,146,12335
Sao Paulo,350,5,3,6,acept,5670,1084,86,6840
Sao Paulo,420,4,5,0,acept,6460,1480,98,8038
Rio de Janeiro,100,2,1,1,acept,5000,0,65,5065
Belo Horizonte,80,2,1,0,acept,1150,75,16,1241
Porto Alegre,61,2,1,1,acept,1700,50,25,1775
Campinas,48,2,1,0,acept,700,18,9,727
Campinas,100,3,2,8,acept,2000,82,31,2113
Sao Paulo,50,2,1,1,acept,2895,133,37,3065
Sao Paulo,141,4,3,1,not acept,4320,550,55,4925
Sao Paulo,25,1,1,0,not acept,620,15,8,643
Sao Paulo,60,1,1,0,acept,800,0,13,813
Porto Alegre,75,2,1,0,acept,880,38,13,931
Sao Paulo,45,2,1,1,acept,1598,0,21,1619
Porto Alegre,74,2,2,0,acept,2700,50,40,2790
Sao Paulo,38,1,1,0,not acept,950,0,13,963
Porto Alegre,47,1,1,1,not acept,2200,0,33,2233
Sao Paulo,63,2,3,1,acept,2114,150,27,2291
Porto Alegre,33,1,1,0,acept,900,90,12,1002
Sao Paulo,40,1,1,0,not acept,3400,74,44,3518
Belo Horizonte,180,3,3,2,acept,2800,150,38,2988
Sao Paulo,56,2,2,1,not acept,1510,131,20,1661
Sao Paulo,250,4,2,8,acept,13040,500,197,13737
Belo Horizonte,400,4,3,3,not acept,7000,613,115,7728
Belo Horizonte,120,4,3,2,acept,3250,0,44,3294
Rio de Janeiro,200,4,3,1,not acept,6800,534,88,7422
Sao Paulo,200,3,3,2,acept,7225,642,92,7959
Sao Paulo,63,2,2,1,not acept,2500,0,32,2532
Sao Paulo,54,1,1,1,acept,3850,209,49,4108
Sao Paulo,80,3,2,3,acept,1615,160,21,1796
Rio de Janeiro,110,3,1,1,acept,3000,30,39,3069
Sao Paulo,88,2,3,2,acept,6835,0,44,6879
Belo Horizonte,90,3,2,1,not acept,1890,0,31,1921
Sao Paulo,291,4,3,2,acept,5400,434,69,5903
Porto Alegre,48,2,1,1,acept,1400,30,21,1451
Campinas,70,2,1,2,acept,2100,55,27,2182
Sao Paulo,193,4,4,4,not acept,9000,917,115,10032
Sao Paulo,170,4,4,3,acept,1440,834,19,2293
Sao Paulo,30,1,1,0,not acept,1200,0,19,1219
Sao Paulo,86,1,2,1,acept,6500,375,83,6958
Campinas,50,1,1,1,acept,700,26,9,735
Rio de Janeiro,40,1,1,0,acept,1100,0,15,1115
Sao Paulo,72,2,2,1,acept,2500,234,32,2766
Sao Paulo,47,1,1,0,not acept,1000,76,13,1089
Rio de Janeiro,60,2,1,1,acept,1200,55,16,1271
Rio de Janeiro,55,1,1,0,not acept,2410,87,32,2529
Belo Horizonte,462,4,6,0,acept,7600,884,102,8586
Belo Horizonte,280,4,4,3,acept,6500,458,87,7045
Sao Paulo,230,6,4,8,acept,10000,0,151,10151
Belo Horizonte,100,3,2,3,acept,2300,233,31,2564
Sao Paulo,69,2,1,1,acept,1400,98,18,1516
Sao Paulo,50,2,1,1,not acept,3400,200,44,3644
Sao Paulo,71,3,2,2,acept,2190,92,28,2310
Sao Paulo,163,3,4,3,acept,3000,822,39,3861
Rio de Janeiro,450,4,5,3,not acept,7500,825,97,8422
Porto Alegre,29,1,1,0,not acept,1042,24,8,1074
Rio de Janeiro,70,2,2,0,acept,2140,125,28,2293
Sao Paulo,40,1,1,0,not acept,850,41,13,904
Porto Alegre,22,1,1,0,acept,800,20,12,832
Sao Paulo,299,4,5,4,acept,6300,1096,80,7476
Sao Paulo,73,3,2,2,acept,2520,192,32,2744
Sao Paulo,440,6,7,0,acept,5950,2320,90,8360
Sao Paulo,330,4,5,5,acept,3911,2176,50,6137
Porto Alegre,600,3,4,4,acept,3300,186,59,3545
Rio de Janeiro,195,3,3,0,acept,10000,375,129,10504
Sao Paulo,62,3,2,1,acept,2000,125,26,2151
Sao Paulo,230,3,6,5,acept,11050,1500,141,12691
Sao Paulo,64,2,1,1,acept,1090,25,14,1129
Campinas,60,2,1,1,acept,1400,26,18,1444
Rio de Janeiro,76,2,2,2,not acept,3300,226,43,3569
Sao Paulo,230,3,3,1,acept,5800,589,74,6463
Sao Paulo,200,2,2,1,acept,2300,92,35,2427
Rio de Janeiro,25,1,1,0,not acept,1800,40,24,1864
Sao Paulo,90,2,1,1,acept,3000,50,39,3089
Belo Horizonte,100,3,3,2,acept,3000,305,40,3345
Sao Paulo,382,4,4,4,acept,3200,710,41,3951
Sao Paulo,68,3,1,1,acept,1450,0,19,1469
Belo Horizonte,120,4,2,0,acept,1800,60,30,1890
Sao Paulo,85,2,1,1,acept,1600,0,21,1621
Sao Paulo,108,3,2,2,not acept,3000,350,39,3389
Rio de Janeiro,100,3,2,0,not acept,2900,259,38,3197
Sao Paulo,42,1,1,0,acept,1700,0,22,1722
Porto Alegre,336,3,4,3,acept,12500,500,183,13183
Belo Horizonte,200,4,3,2,acept,13000,236,214,13450
Belo Horizonte,50,2,1,0,not acept,750,59,13,822
Sao Paulo,30,1,1,0,acept,1550,125,20,1695
Sao Paulo,35,1,1,1,acept,1950,84,25,2059
Rio de Janeiro,100,2,2,0,acept,2956,310,39,3305
Sao Paulo,112,1,2,2,acept,8389,0,107,8496
Sao Paulo,40,1,1,1,acept,2156,123,28,2307
Sao Paulo,58,2,1,1,acept,1900,100,25,2025
Sao Paulo,250,3,4,4,acept,4000,1100,51,5151
Porto Alegre,62,2,1,0,not acept,1250,40,19,1309
Sao Paulo,65,2,2,0,acept,2200,61,28,2289
Belo Horizonte,120,4,3,2,acept,3250,0,44,3294
Sao Paulo,22,1,1,0,not acept,1800,62,23,1885
Rio de Janeiro,35,1,1,0,not acept,1100,21,15,1136
Sao Paulo,102,3,2,1,acept,3200,80,41,3321
Sao Paulo,500,4,5,6,not acept,7225,1209,109,8543
Sao Paulo,20,1,1,0,acept,1800,130,23,1953
Sao Paulo,79,3,2,2,acept,2600,314,33,2947
Sao Paulo,23,1,1,0,acept,2150,42,28,2220
Sao Paulo,360,3,5,3,acept,8500,1500,108,10108
Campinas,470,4,4,0,acept,3700,723,56,4479
Rio de Janeiro,70,2,1,1,acept,1300,80,17,1397
Sao Paulo,450,5,5,6,acept,9500,1345,143,10988
Sao Paulo,73,1,2,2,acept,3500,0,45,3545
Sao Paulo,204,4,5,3,not acept,8000,417,102,8519
Sao Paulo,400,9,4,4,acept,12000,500,181,12681
Belo Horizonte,115,2,2,1,not acept,1400,118,19,1537
Sao Paulo,111,3,4,2,not acept,4000,0,51,4051
Campinas,120,4,3,8,acept,4500,500,68,5068
Sao Paulo,65,2,2,1,acept,2300,63,30,2393
Sao Paulo,39,1,1,1,acept,2500,301,32,2833
Porto Alegre,70,2,1,0,acept,1400,59,21,1480
Sao Paulo,35,1,1,0,acept,1500,0,20,1520
Sao Paulo,60,2,3,2,not acept,1100,19,14,1133
Campinas,50,2,1,1,acept,680,50,9,739
Sao Paulo,221,3,5,4,acept,10850,643,138,11631
Sao Paulo,130,2,2,1,acept,4300,100,55,4455
Sao Paulo,310,4,3,3,acept,8000,0,102,8102
Sao Paulo,33,1,1,0,acept,1500,0,20,1520
Belo Horizonte,45,1,1,0,not acept,800,50,14,864
Campinas,45,1,1,1,not acept,850,140,11,1001
Sao Paulo,105,2,1,2,acept,2360,155,30,2545
Belo Horizonte,280,4,2,3,not acept,3500,471,47,4018
Sao Paulo,50,1,1,1,not acept,2500,342,32,2874
Rio de Janeiro,30,1,1,0,acept,1250,0,17,1267
Sao Paulo,50,2,1,1,acept,1450,0,19,1469
Porto Alegre,70,2,1,1,acept,1900,378,28,2306
Belo Horizonte,30,1,1,0,not acept,1500,0,20,1520
Sao Paulo,132,4,4,3,acept,2400,442,31,2873
Rio de Janeiro,250,2,3,2,acept,3500,349,54,3903
Sao Paulo,147,4,2,2,acept,2100,128,32,2260
Belo Horizonte,159,3,3,3,acept,7100,150,95,7345
Sao Paulo,230,3,3,4,acept,3200,750,41,3991
Campinas,75,3,2,2,acept,1450,75,19,1544
Rio de Janeiro,250,7,3,0,acept,15000,0,229,15229
Sao Paulo,620,4,5,5,acept,15000,5160,191,20351
Sao Paulo,118,3,2,4,acept,2250,334,29,2613
Porto Alegre,440,3,3,3,not acept,10500,84,154,10738
Porto Alegre,55,2,1,0,not acept,1195,210,18,1423
Sao Paulo,482,4,4,4,acept,9180,1250,138,10568
Sao Paulo,550,5,6,0,acept,15000,1435,226,16661
Sao Paulo,55,2,1,1,acept,3000,123,39,3162
Rio de Janeiro,140,4,2,1,acept,3500,167,46,3713
Rio de Janeiro,28,1,1,0,acept,1850,59,24,1933
Porto Alegre,103,3,1,3,acept,2200,670,40,2910
Sao Paulo,53,2,1,1,acept,1270,31,17,1318
Sao Paulo,300,4,7,4,acept,9800,1405,125,11330
Sao Paulo,190,4,4,3,acept,7110,589,91,7790
Sao Paulo,99,2,1,1,acept,3650,230,55,3935
Sao Paulo,84,3,2,2,acept,1600,258,21,1879
Sao Paulo,161,4,3,3,acept,3600,300,46,3946
Sao Paulo,53,2,1,1,acept,950,12,13,975
Rio de Janeiro,16,1,1,0,acept,1390,0,18,1408
Sao Paulo,36,1,1,1,acept,3000,84,39,3123
Rio de Janeiro,50,1,1,1,acept,2300,132,30,2462
Porto Alegre,70,3,1,1,not acept,1800,0,27,1827
Sao Paulo,105,3,2,2,acept,1000,290,13,1303
Sao Paulo,30,1,1,0,not acept,1350,39,18,1407
Sao Paulo,216,4,4,3,not acept,8000,1125,102,9227
Belo Horizonte,50,3,1,1,acept,1250,0,17,1267
Sao Paulo,250,3,4,2,not acept,7000,42,89,7131
Sao Paulo,230,3,3,2,acept,2460,330,37,2827
Sao Paulo,157,3,2,0,acept,4500,347,58,4905
Porto Alegre,150,3,3,0,not acept,4740,290,70,5100
Sao Paulo,110,3,2,0,acept,2200,6,28,2234
Sao Paulo,193,4,3,3,acept,13100,898,166,14164
Sao Paulo,114,2,2,2,acept,4998,0,64,5062
Porto Alegre,92,2,2,1,not acept,1900,120,28,2048
Sao Paulo,75,3,3,0,acept,2660,10,34,2704
Sao Paulo,270,2,2,3,acept,1429,0,22,1451
Campinas,80,2,2,1,acept,2000,34,26,2060
Porto Alegre,90,4,2,1,not acept,2142,212,32,2386
Rio de Janeiro,130,3,3,1,acept,2500,128,33,2661
Sao Paulo,40,1,1,0,not acept,860,59,13,932
Sao Paulo,60,2,2,1,acept,2127,23,27,2177
Porto Alegre,64,1,1,1,acept,1500,400,22,1922
Rio de Janeiro,80,2,1,1,acept,8000,325,104,8429
Sao Paulo,45,1,1,1,not acept,800,0,11,811
Sao Paulo,60,2,2,1,not acept,4000,0,51,4051
Sao Paulo,277,3,2,1,acept,7800,601,99,8500
Sao Paulo,57,1,1,0,acept,6000,17,77,6094
Sao Paulo,23,1,1,1,acept,2300,59,30,2389
Sao Paulo,73,3,2,2,acept,2500,236,32,2768
Sao Paulo,36,1,1,0,acept,2150,40,28,2218
Belo Horizonte,88,2,3,2,not acept,1450,110,20,1580
Sao Paulo,197,4,3,1,acept,2800,514,36,3350
Belo Horizonte,175,3,2,2,acept,2400,350,32,2782
Sao Paulo,400,4,4,4,acept,9000,1125,115,10240
Sao Paulo,260,3,4,3,acept,5000,393,47,5440
Rio de Janeiro,80,2,1,0,not acept,1100,0,15,1115
Sao Paulo,190,3,3,4,acept,4500,0,68,4568
Rio de Janeiro,65,1,1,0,acept,1800,30,24,1854
Sao Paulo,50,1,1,0,not acept,1250,34,19,1303
Sao Paulo,136,3,3,2,not acept,8900,482,113,9495
Sao Paulo,96,3,3,2,acept,1710,90,22,1822
Belo Horizonte,155,4,1,2,acept,3350,249,45,3644
Sao Paulo,384,5,5,3,acept,8000,1240,102,9342
Rio de Janeiro,144,3,2,0,acept,5500,530,71,6101
Sao Paulo,135,3,3,2,not acept,13800,375,175,14350
Sao Paulo,25,1,1,0,not acept,1000,84,16,1100
Rio de Janeiro,55,2,1,0,acept,2200,99,29,2328
Sao Paulo,250,3,3,2,not acept,7000,417,106,7523
Sao Paulo,66,2,1,1,not acept,2140,0,28,2168
Belo Horizonte,240,4,4,6,not acept,15000,1085,200,16285
Sao Paulo,176,4,5,0,acept,9500,792,121,10413
Rio de Janeiro,88,3,2,1,acept,3500,240,46,3786
Rio de Janeiro,70,2,1,1,acept,2600,30,34,2664
Sao Paulo,127,2,2,3,acept,2600,133,40,2773
Sao Paulo,201,3,5,3,not acept,10000,795,127,10922
Campinas,60,2,1,1,not acept,3250,156,42,3448
Sao Paulo,42,1,1,1,not acept,2800,209,36,3045
